date,sales,day_of_week,day_of_month,month,quarter,year,day_of_year,week_of_year,is_weekend,is_month_start,is_month_end,is_quarter_start,dow_sin,dow_cos,month_sin,month_cos,is_festival_season,is_month_end_peak,is_friday,is_high_demand_month,trend,sales_diff,sales_pct_change,lag_1,lag_7,lag_14,lag_21,lag_28,lag_diff_7,lag_diff_14,lag_ratio_7,lag_ratio_14,rolling_mean_7,rolling_std_7,rolling_max_7,rolling_min_7,rolling_mean_14,rolling_std_14,rolling_max_14,rolling_min_14,rolling_mean_28,rolling_std_28,rolling_max_28,rolling_min_28,ema_7,ema_14,rolling_trend_7,ewm_7,ewm_14,ema_diff
2013-01-30,9,2,30,1,1,2013,30,5,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0,1,0,0,29,3.0,0.5,6.0,9.0,7.0,12.0,11.0,0.0,2.0,0.9,1.125,10.285714285714286,2.7516228977511723,14.0,6.0,10.714285714285714,3.8715644110631793,18.0,6.0,10.464285714285714,3.167919551648098,18.0,5.0,9.867432617926058,10.262987132355157,-0.42857142857142705,6.0,6.0,0.0
2013-01-31,13,3,31,1,1,2013,31,5,0,0,1,0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0,1,0,0,30,4.0,0.4444444444444444,9.0,8.0,16.0,9.0,14.0,5.0,-3.0,1.4444444444444444,0.7647058823529411,10.285714285714286,2.7516228977511723,14.0,6.0,10.857142857142858,3.7592377062202553,18.0,6.0,10.392857142857142,3.1779248495215158,18.0,5.0,9.650574463444544,10.094588848041136,-0.5714285714285712,6.75,6.4,0.34999999999999964
2013-02-01,11,4,1,2,1,2013,32,5,0,1,0,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0,0,1,0,31,-2.0,-0.15384615384615385,13.0,14.0,7.0,9.0,13.0,-3.0,4.0,0.7333333333333333,1.375,11.0,2.708012801545318,14.0,6.0,10.642857142857142,3.5215194023459384,18.0,6.0,10.357142857142858,3.141293502321116,18.0,5.0,10.487930847583408,10.481977001635652,0.35714285714285765,8.3125,7.28,1.0324999999999998
2013-02-02,21,5,2,2,1,2013,33,5,1,0,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0,0,0,0,32,10.0,0.9090909090909092,11.0,12.0,18.0,7.0,10.0,9.0,3.0,1.6153846153846154,1.105263157894737,10.571428571428571,2.370453040886406,13.0,6.0,10.928571428571429,3.361874150261695,18.0,6.0,10.285714285714286,3.1014589500826246,18.0,5.0,10.615948135687557,10.5510467347509,-0.35714285714285765,8.984375,7.776000000000001,1.2083749999999993
2013-02-03,15,6,3,2,1,2013,34,5,1,0,0,0,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0,0,0,0,33,-6.0,-0.2857142857142857,21.0,12.0,15.0,10.0,12.0,3.0,0.0,1.1538461538461537,0.9375,11.857142857142858,4.634241089562613,21.0,6.0,11.142857142857142,3.8998450236889157,21.0,6.0,10.678571428571429,3.7023873322049856,21.0,5.0,13.211961101765667,11.944240503450779,0.7142857142857153,11.98828125,9.539200000000001,2.449081249999999
2013-02-04,14,0,4,2,1,2013,35,6,0,0,0,0,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0,0,0,34,-1.0,-0.06666666666666665,15.0,11.0,8.0,12.0,10.0,3.0,6.0,1.1666666666666667,1.5555555555555556,12.285714285714286,4.785891965429423,21.0,6.0,11.142857142857142,3.8998450236889157,21.0,6.0,10.785714285714286,3.784541098039671,21.0,5.0,13.65897082632425,12.351675102990676,1.1428571428571441,12.7412109375,10.267306666666668,2.473904270833332
2013-02-05,9,1,5,2,1,2013,36,6,0,0,0,0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,0,0,0,35,-5.0,-0.3571428571428571,14.0,6.0,7.0,5.0,9.0,3.0,2.0,1.2857142857142858,1.125,12.714285714285714,4.785891965429423,21.0,6.0,11.571428571428571,3.8573463519783737,21.0,6.0,10.928571428571429,3.8290175843649052,21.0,5.0,13.744228119743187,12.571451755925253,1.1428571428571423,13.055908203125,10.764999111111113,2.2909090920138873
2013-02-06,10,2,6,2,1,2013,37,6,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0,0,0,0,36,1.0,0.11111111111111116,9.0,9.0,9.0,7.0,12.0,1.0,1.0,1.0,1.0,13.142857142857142,4.180453381654971,21.0,9.0,11.714285714285714,3.7092103955210938,21.0,6.0,10.928571428571429,3.8290175843649052,21.0,5.0,12.558171089807391,12.095258188468552,1.4285714285714288,12.04193115234375,10.529665896296297,1.5122652560474528
2013-02-07,13,3,7,2,1,2013,38,6,0,0,0,0,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0,0,0,0,37,3.0,0.30000000000000004,10.0,13.0,8.0,16.0,9.0,0.0,5.0,0.9285714285714286,1.4444444444444444,13.285714285714286,4.029651999626673,21.0,9.0,11.785714285714286,3.662251754329282,21.0,6.0,10.857142857142858,3.8269442961065736,21.0,5.0,11.918628317355545,11.81589043000608,1.5,11.531448364257812,10.459043776790125,1.0724045874676875
2013-02-08,11,4,8,2,1,2013,39,6,0,0,0,0,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001,0,0,1,0,38,-2.0,-0.15384615384615385,13.0,11.0,14.0,7.0,9.0,0.0,-3.0,0.9166666666666666,0.7333333333333333,13.285714285714286,4.029651999626673,21.0,9.0,12.142857142857142,3.505098327538655,21.0,6.0,11.0,3.8297084310253515,21.0,5.0,12.18897123801666,11.97377170600527,1.1428571428571441,11.89858627319336,10.797837939884776,1.1007483333085837
2013-02-09,14,5,9,2,1,2013,40,6,1,0,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001,0,0,0,0,39,3.0,0.2727272727272727,11.0,21.0,12.0,18.0,7.0,-7.0,2.0,0.6363636363636364,1.0769230769230769,13.285714285714286,4.029651999626673,21.0,9.0,11.928571428571429,3.4743961448615157,21.0,6.0,11.071428571428571,3.809623014581299,21.0,5.0,11.891728428512494,11.843935478537901,1.3571428571428577,11.67393970489502,10.824792881233472,0.8491468236615471
2013-02-10,11,6,10,2,1,2013,41,6,1,0,0,0,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001,0,0,0,0,40,-3.0,-0.2142857142857143,14.0,15.0,12.0,15.0,10.0,-4.0,-1.0,0.6875,0.8461538461538461,12.285714285714286,2.288688541085318,15.0,9.0,12.071428571428571,3.518397487368485,21.0,6.0,11.321428571428571,3.7619298773523666,21.0,5.0,12.41879632138437,12.131410748066182,0.2142857142857153,12.255454778671265,11.248153830402343,1.007300948268922
2013-02-11,16,0,11,2,1,2013,42,7,0,0,0,0,0.0,1.0,0.8660254037844386,0.5000000000000001,0,0,0,0,41,5.0,0.4545454545454546,11.0,14.0,11.0,8.0,12.0,2.0,5.0,1.0666666666666667,1.3333333333333333,11.714285714285714,1.976047040118708,14.0,9.0,12.0,3.5300904324873112,21.0,6.0,11.357142857142858,3.7536578280321558,21.0,5.0,12.064097241038278,11.980555981657359,-0.2857142857142865,11.941591084003448,11.215066653015365,0.7265244309880838
2013-02-12,11,1,12,2,1,2013,43,7,0,0,0,0,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001,0,0,0,0,42,-5.0,-0.3125,16.0,9.0,6.0,7.0,5.0,2.0,5.0,1.1,1.5714285714285714,12.0,2.4494897427831788,16.0,9.0,12.357142857142858,3.6712425659471166,21.0,6.0,11.5,3.8538100435610265,21.0,5.0,13.048072930778709,12.516481850769711,-0.35714285714285765,12.956193313002586,11.85305776594665,1.1031355470559365
2013-02-13,14,2,13,2,1,2013,44,7,0,0,0,0,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001,0,0,0,0,43,3.0,0.2727272727272727,11.0,10.0,9.0,9.0,7.0,4.0,5.0,1.2727272727272727,1.4,12.285714285714286,2.138089935299396,16.0,10.0,12.714285714285714,3.2208114464566786,21.0,9.0,11.714285714285714,3.639873246237736,21.0,6.0,12.536054698084032,12.314284270667084,-0.42857142857142705,12.46714498475194,11.739316730487097,0.7278282542648427
2013-02-14,10,3,14,2,1,2013,45,7,0,0,0,0,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001,0,0,0,0,44,-4.0,-0.2857142857142857,14.0,13.0,13.0,8.0,16.0,-3.0,-3.0,0.7142857142857143,0.7142857142857143,12.857142857142858,1.9518001458970677,16.0,11.0,13.071428571428571,3.0499504589743407,21.0,9.0,11.964285714285714,3.5431952816959993,21.0,6.0,12.902041023563024,12.539046367911475,-0.21428571428571352,12.850358738563955,12.040741166422151,0.8096175721418035
